month,Product_Category,Region,total_sales,total_profit,order_count,avg_unit_price,avg_discount,total_quantity
2024-07-01,Technology,North America,1598.06,596.39,8,85.8325,8.75,20
2024-07-01,Technology,South America,73.52,9.51,1,17.3,15.0,5
2024-08-01,Clothing & Accessories,Asia Pacific,324.59000000000003,118.05,3,33.56666666666666,5.0,10
2024-08-01,Clothing & Accessories,Europe,354.18,114.87,4,27.957500000000003,8.75,14
2024-08-01,Clothing & Accessories,North America,565.81,234.64999999999998,4,58.817499999999995,5.0,10
2024-08-01,Clothing & Accessories,South America,592.01,210.82,2,76.12,15.0,8
2024-08-01,Furniture,Asia Pacific,824.51,277.92,2,129.46,5.0,7
2024-08-01,Furniture,Europe,225.15,77.66,1,75.05,0.0,3
2024-08-01,Furniture,North America,2925.17,826.78,5,212.18,10.0,14
2024-08-01,Office Supplies,Asia Pacific,167.18,5.289999999999999,6,10.665000000000001,7.5,17
2024-08-01,Office Supplies,Europe,173.28,54.64,2,14.149999999999999,12.5,14
2024-08-01,Office Supplies,North America,273.31,71.31,7,12.557142857142859,7.142857142857143,22
2024-08-01,Office Supplies,South America,65.28,3.17,1,9.6,15.0,8
2024-08-01,Technology,Asia Pacific,844.07,301.64,4,90.22,2.5,10
2024-08-01,Technology,Europe,825.88,289.71999999999997,4,84.2925,7.5,11
2024-08-01,Technology,Middle East & Africa,66.58,11.52,1,24.66,10.0,3
2024-08-01,Technology,North America,1402.55,505.1,6,81.28666666666668,10.833333333333334,19
2024-08-01,Technology,South America,254.28,95.8,1,63.57,0.0,4
2024-09-01,Clothing & Accessories,Asia Pacific,389.6,159.92000000000002,2,41.56,0.0,9
2024-09-01,Clothing & Accessories,Europe,234.21999999999997,71.96,3,36.666666666666664,8.333333333333334,6
2024-09-01,Clothing & Accessories,Middle East & Africa,375.0,100.68,1,62.5,25.0,8
2024-09-01,Clothing & Accessories,North America,445.46000000000004,176.17,4,21.965,7.5,20
2024-09-01,Clothing & Accessories,South America,31.92,3.89,1,31.92,0.0,1
2024-09-01,Furniture,Asia Pacific,1037.32,270.1,2,131.935,15.0,8
2024-09-01,Furniture,Europe,650.53,202.11,3,58.94,3.3333333333333335,12
2024-09-01,Furniture,Middle East & Africa,124.22,22.56,1,73.07,15.0,2
2024-09-01,Furniture,North America,818.03,240.33,4,176.38500000000002,7.5,8
2024-09-01,Furniture,South America,155.86,27.4,1,64.94,20.0,3
2024-09-01,Office Supplies,Asia Pacific,239.04,38.29,6,12.858333333333334,10.0,22
2024-09-01,Office Supplies,Europe,193.73000000000002,46.93,5,14.64,5.0,13
2024-09-01,Office Supplies,North America,240.07999999999998,69.97,4,11.515,10.0,22
2024-09-01,Office Supplies,South America,115.77,11.610000000000001,3,13.526666666666666,13.333333333333334,10
2024-09-01,Technology,Asia Pacific,86.26,27.3,1,43.13,0.0,2
2024-09-01,Technology,Europe,1268.5,393.98,6,74.00333333333333,14.166666666666666,25
2024-09-01,Technology,Middle East & Africa,585.81,189.92000000000002,3,41.406666666666666,10.0,16
2024-09-01,Technology,North America,2121.6800000000003,882.74,6,69.835,4.166666666666667,21
2024-09-01,Technology,South America,523.35,158.98,4,76.85,6.25,11
2024-10-01,Clothing & Accessories,Asia Pacific,447.44,135.07,6,41.10666666666667,7.5,13
2024-10-01,Clothing & Accessories,Europe,1557.95,646.53,6,53.291666666666664,5.833333333333333,38
2024-10-01,Clothing & Accessories,Middle East & Africa,948.4499999999999,387.38,3,90.0,11.666666666666666,15
2024-10-01,Clothing & Accessories,North America,401.74,133.93,5,39.965999999999994,11.0,13
2024-10-01,Clothing & Accessories,South America,216.09,50.94,3,34.916666666666664,11.666666666666666,7
2024-10-01,Furniture,Asia Pacific,3364.4300000000003,819.44,4,130.64000000000001,11.25,23
2024-10-01,Furniture,Europe,2972.33,940.11,3,226.19333333333336,10.0,17
2024-10-01,Furniture,Middle East & Africa,179.65,23.91,1,239.53,25.0,1
2024-10-01,Furniture,North America,2720.68,860.79,7,199.26714285714283,10.0,21
2024-10-01,Office Supplies,Asia Pacific,305.49,58.86,6,12.501666666666667,10.0,32
2024-10-01,Office Supplies,Europe,156.43,43.22,3,13.476666666666667,8.333333333333334,12
2024-10-01,Office Supplies,Middle East & Africa,123.74000000000001,-3.870000000000001,5,11.388,5.0,11
2024-10-01,Office Supplies,North America,118.61,2.3199999999999994,5,9.605999999999998,14.0,17
2024-10-01,Office Supplies,South America,96.31,22.56,1,11.89,10.0,9
2024-10-01,Technology,Asia Pacific,1128.5,381.92999999999995,5,55.062,13.0,20
2024-10-01,Technology,Europe,1898.18,703.29,8,67.6775,6.25,29
2024-10-01,Technology,North America,634.62,207.91,3,47.54,8.333333333333334,15
2024-10-01,Technology,South America,155.41,29.009999999999998,2,43.1,10.0,4
2024-11-01,Clothing & Accessories,Asia Pacific,692.06,262.32,3,71.05,11.666666666666666,10
2024-11-01,Clothing & Accessories,Europe,1602.1799999999998,656.6700000000001,6,54.541666666666664,8.333333333333334,32
2024-11-01,Clothing & Accessories,North America,428.75,147.23000000000002,4,39.3725,11.25,13
2024-11-01,Furniture,Asia Pacific,4632.52,1396.93,6,147.16166666666666,8.333333333333334,31
2024-11-01,Furniture,Europe,1699.85,640.5500000000001,2,157.59,7.5,9
2024-11-01,Furniture,Middle East & Africa,1137.58,401.23,1,239.49,5.0,5
2024-11-01,Furniture,North America,911.3599999999999,298.74,3,82.06333333333333,5.0,11
2024-11-01,Furniture,South America,609.75,213.67000000000002,2,164.70999999999998,10.0,3
2024-11-01,Office Supplies,Asia Pacific,182.0,50.6,3,10.4,3.3333333333333335,21
2024-11-01,Office Supplies,Europe,169.27,42.42,5,13.85,3.0,11
2024-11-01,Office Supplies,North America,174.55,23.55,7,9.327142857142857,7.142857142857143,19
2024-11-01,Office Supplies,South America,96.15,17.62,1,17.17,20.0,7
2024-11-01,Technology,Asia Pacific,902.0,372.78,2,82.4,7.5,8
2024-11-01,Technology,Europe,1090.07,344.65,6,70.16166666666668,11.666666666666666,20
2024-11-01,Technology,North America,2085.1800000000003,761.82,7,64.80285714285715,5.714285714285714,36
2024-12-01,Clothing & Accessories,Asia Pacific,343.63,153.66,1,49.09,0.0,7
2024-12-01,Clothing & Accessories,Europe,599.81,213.13,4,43.425,6.25,18
2024-12-01,Clothing & Accessories,Middle East & Africa,220.36,92.77,1,55.09,0.0,4
2024-12-01,Clothing & Accessories,North America,929.74,388.04999999999995,5,39.998000000000005,5.0,24
2024-12-01,Furniture,Asia Pacific,1667.44,653.71,1,416.86,0.0,4
2024-12-01,Furniture,Europe,3205.3900000000003,979.8299999999999,4,183.525,10.0,18
2024-12-01,Furniture,Middle East & Africa,321.71,104.98,1,84.66,5.0,4
2024-12-01,Furniture,North America,3575.3700000000003,1326.11,4,164.055,5.0,18
2024-12-01,Furniture,South America,1038.67,352.14,2,388.06,7.5,3
2024-12-01,Office Supplies,Asia Pacific,266.09000000000003,5.570000000000002,7,10.912857142857144,14.285714285714286,33
2024-12-01,Office Supplies,Europe,33.63,-8.59,2,6.12,5.0,6
2024-12-01,Office Supplies,Middle East & Africa,128.97,32.49,2,17.740000000000002,10.0,7
2024-12-01,Office Supplies,North America,159.96,32.43,4,10.9125,8.75,17
2024-12-01,Office Supplies,South America,91.37,26.14,1,13.74,5.0,7
2024-12-01,Technology,Asia Pacific,382.03,67.92999999999999,4,49.025000000000006,16.25,10
2024-12-01,Technology,Europe,429.35,132.07,1,63.14,15.0,8
2024-12-01,Technology,Middle East & Africa,207.84,50.35,3,73.52333333333333,5.0,3
2024-12-01,Technology,North America,687.44,295.87,1,171.86,0.0,4
2024-12-01,Technology,South America,375.54,145.71,1,62.59,0.0,6
2025-01-01,Clothing & Accessories,Asia Pacific,53.14,11.55,1,31.26,15.0,2
2025-01-01,Clothing & Accessories,Europe,911.1800000000001,383.68,2,69.66499999999999,7.5,15
2025-01-01,Clothing & Accessories,North America,203.63,83.05,2,22.045,2.5,9
2025-01-01,Furniture,Asia Pacific,818.61,270.88,3,135.5666666666667,5.0,6
2025-01-01,Furniture,Europe,2146.35,742.9,4,149.39999999999998,5.0,15
2025-01-01,Furniture,Middle East & Africa,1117.68,325.33,3,188.22000000000003,11.666666666666666,8
2025-01-01,Furniture,North America,3246.02,1107.1699999999998,6,133.32833333333335,8.333333333333334,24
2025-01-01,Office Supplies,Asia Pacific,129.09,33.88,2,10.24,15.0,13
2025-01-01,Office Supplies,Europe,63.39,8.89,2,9.275,2.5,7
2025-01-01,Office Supplies,North America,159.0,46.07,4,15.325,7.5,12
2025-01-01,Office Supplies,South America,31.64,-10.17,2,9.11,15.0,4
2025-01-01,Technology,Asia Pacific,462.51,167.95,2,65.87,7.5,7
2025-01-01,Technology,Europe,197.61,64.49,1,73.19,10.0,3
2025-01-01,Technology,Middle East & Africa,338.6,138.19,1,67.72,0.0,5
2025-01-01,Technology,North America,1914.07,799.23,6,79.81333333333333,3.3333333333333335,20
2025-01-01,Technology,South America,528.66,136.68,2,79.59,15.0,9
2025-02-01,Clothing & Accessories,Asia Pacific,423.91999999999996,139.23000000000002,4,42.715,6.25,11
2025-02-01,Clothing & Accessories,Europe,485.12,169.5,3,41.53,8.333333333333334,14
2025-02-01,Clothing & Accessories,North America,320.74,119.41999999999999,3,49.81999999999999,10.0,7
2025-02-01,Furniture,Europe,455.94,69.93,4,38.955,15.0,14
2025-02-01,Furniture,North America,915.54,319.77,4,161.3075,2.5,6
2025-02-01,Office Supplies,Asia Pacific,17.740000000000002,-12.54,2,9.175,10.0,2
2025-02-01,Office Supplies,Europe,12.93,-1.83,1,12.93,0.0,1
2025-02-01,Office Supplies,Middle East & Africa,95.61,21.58,1,14.06,15.0,8
2025-02-01,Office Supplies,North America,87.76,9.07,4,13.225,11.25,8
2025-02-01,Technology,Asia Pacific,2408.08,812.94,6,138.835,8.333333333333334,20
2025-02-01,Technology,Europe,241.89,69.80000000000001,3,88.63999999999999,11.666666666666666,3
2025-02-01,Technology,North America,499.87,193.58999999999997,2,189.07,5.0,3
2025-02-01,Technology,South America,1372.1399999999999,520.29,3,76.28666666666668,8.333333333333334,17
2025-03-01,Clothing & Accessories,Asia Pacific,61.85,19.77,1,61.85,0.0,1
2025-03-01,Clothing & Accessories,Europe,132.02,40.31,2,44.74,7.5,3
2025-03-01,Clothing & Accessories,North America,860.0699999999999,351.64,5,41.488,3.0,19
2025-03-01,Clothing & Accessories,South America,158.63,58.41,1,55.66,5.0,3
2025-03-01,Furniture,Asia Pacific,1310.21,410.1,4,122.70500000000001,7.5,15
2025-03-01,Furniture,Europe,1467.71,473.53999999999996,5,109.024,9.0,13
2025-03-01,Furniture,Middle East & Africa,418.59,154.97,1,418.59,0.0,1
2025-03-01,Office Supplies,Asia Pacific,174.1,26.74,3,15.486666666666665,18.333333333333332,15
2025-03-01,Office Supplies,Europe,154.62,40.11,3,13.706666666666665,6.666666666666667,11
2025-03-01,Office Supplies,North America,198.5,49.05,5,12.36,11.0,18
2025-03-01,Technology,Europe,333.78,93.06,4,62.3425,10.0,6
2025-03-01,Technology,Middle East & Africa,1001.53,308.73,5,66.44800000000001,10.0,18
2025-03-01,Technology,North America,1116.32,374.11,7,61.28285714285715,7.857142857142857,23
2025-03-01,Technology,South America,384.4,89.06,2,37.07,12.5,11
2025-04-01,Clothing & Accessories,Asia Pacific,1643.43,757.84,4,60.93,2.5,16
2025-04-01,Clothing & Accessories,Middle East & Africa,329.91,131.63,1,31.57,5.0,11
2025-04-01,Clothing & Accessories,North America,77.03,24.24,1,90.62,15.0,1
2025-04-01,Clothing & Accessories,South America,18.14,-5.55,1,10.67,15.0,2
2025-04-01,Furniture,Asia Pacific,884.1600000000001,313.65,2,194.04500000000002,5.0,6
2025-04-01,Furniture,Europe,3337.31,1247.99,5,152.004,3.0,18
2025-04-01,Furniture,North America,3814.24,1272.92,4,124.0575,10.0,36
2025-04-01,Furniture,South America,505.47,166.11,2,179.55,5.0,3
2025-04-01,Office Supplies,Asia Pacific,307.46,70.58,5,16.381999999999998,11.0,24
2025-04-01,Office Supplies,Europe,121.03,20.49,4,11.965,10.0,10
2025-04-01,Office Supplies,Middle East & Africa,267.5,51.14,5,15.618,10.0,18
2025-04-01,Office Supplies,North America,67.25,4.19,4,12.4625,5.0,6
2025-04-01,Office Supplies,South America,32.519999999999996,-7.03,2,11.094999999999999,12.5,3
2025-04-01,Technology,Asia Pacific,778.61,221.26999999999998,5,46.596,10.0,22
2025-04-01,Technology,Europe,1162.31,454.28999999999996,5,132.32,2.0,9
2025-04-01,Technology,Middle East & Africa,1174.42,418.94,4,102.565,6.25,19
2025-04-01,Technology,North America,1384.98,488.45,9,75.31888888888889,7.222222222222222,25
2025-04-01,Technology,South America,497.83,130.46,3,86.22666666666665,13.333333333333334,10
2025-05-01,Clothing & Accessories,Asia Pacific,147.53,49.18,1,40.98,10.0,4
2025-05-01,Clothing & Accessories,Europe,598.63,240.29,4,34.7225,2.5,20
2025-05-01,Clothing & Accessories,Middle East & Africa,56.7,11.72,1,14.92,5.0,4
2025-05-01,Clothing & Accessories,North America,806.47,325.84,6,46.75333333333333,10.0,19
2025-05-01,Clothing & Accessories,South America,272.37,53.65,3,29.94666666666667,10.0,11
2025-05-01,Furniture,Asia Pacific,4707.99,1557.74,6,172.32000000000002,6.666666666666667,29
2025-05-01,Furniture,Europe,4824.5199999999995,1634.81,8,153.4725,8.75,28
2025-05-01,Furniture,Middle East & Africa,460.13,103.55,4,84.55749999999999,5.0,6
2025-05-01,Furniture,North America,1637.48,448.86,3,155.23999999999998,13.333333333333334,12
2025-05-01,Office Supplies,Asia Pacific,563.0,119.28,9,14.30888888888889,7.777777777777778,38
2025-05-01,Office Supplies,Europe,65.59,14.6,1,12.86,15.0,6
2025-05-01,Office Supplies,Middle East & Africa,45.49,-2.04,1,7.22,10.0,7
2025-05-01,Office Supplies,North America,100.75,11.450000000000001,5,8.758,8.0,14
2025-05-01,Office Supplies,South America,164.72,26.6,4,10.555,11.25,13
2025-05-01,Technology,Asia Pacific,450.28999999999996,133.24,3,36.266666666666666,10.0,15
2025-05-01,Technology,Europe,414.58,124.32000000000001,4,57.695,8.75,8
2025-05-01,Technology,Middle East & Africa,1181.51,480.15,2,110.455,2.5,11
2025-05-01,Technology,North America,1013.82,342.4,4,69.4425,8.75,15
2025-05-01,Technology,South America,110.23,21.77,2,60.18000000000001,7.5,2
2025-06-01,Clothing & Accessories,Asia Pacific,96.82,27.69,1,17.93,10.0,6
2025-06-01,Clothing & Accessories,Europe,423.14,147.06,4,33.067499999999995,10.0,14
2025-06-01,Clothing & Accessories,Middle East & Africa,204.72,60.94,3,37.51333333333333,1.6666666666666667,6
2025-06-01,Clothing & Accessories,North America,492.35,210.17,2,68.045,10.0,8
2025-06-01,Furniture,Asia Pacific,1246.55,268.31,5,118.668,15.0,11
2025-06-01,Furniture,Europe,2670.72,906.96,5,158.004,9.0,13
2025-06-01,Furniture,North America,7334.84,1897.5100000000002,10,169.63299999999998,9.5,44
2025-06-01,Office Supplies,Asia Pacific,134.89999999999998,29.08,3,11.836666666666666,3.3333333333333335,11
2025-06-01,Office Supplies,Europe,185.45,23.700000000000003,6,13.378333333333332,8.333333333333334,17
2025-06-01,Office Supplies,Middle East & Africa,73.72,4.8,2,16.805,15.0,5
2025-06-01,Office Supplies,North America,71.58,-6.390000000000001,6,8.398333333333333,11.666666666666666,9
2025-06-01,Technology,Asia Pacific,3383.84,1303.37,6,79.53666666666666,7.5,37
2025-06-01,Technology,Europe,446.54999999999995,149.53,4,72.9125,8.75,6
2025-06-01,Technology,Middle East & Africa,194.81,59.49,2,37.39,0.0,5
2025-06-01,Technology,North America,200.18,46.15,3,52.06666666666666,15.0,6
2025-06-01,Technology,South America,907.92,348.65,2,88.46000000000001,5.0,11
2025-07-01,Clothing & Accessories,Asia Pacific,732.12,240.58,6,58.60833333333334,10.833333333333334,16
2025-07-01,Clothing & Accessories,Europe,1383.95,532.23,8,43.0875,7.5,31
2025-07-01,Clothing & Accessories,Middle East & Africa,138.21,54.93,1,46.07,0.0,3
2025-07-01,Clothing & Accessories,North America,655.53,255.49,3,56.56333333333333,6.666666666666667,15
2025-07-01,Furniture,Asia Pacific,1698.42,547.61,5,187.726,7.0,11
2025-07-01,Furniture,Europe,4425.33,1433.18,10,155.946,8.0,24
2025-07-01,Furniture,Middle East & Africa,432.8,142.03,1,75.93,5.0,6
2025-07-01,Furniture,North America,1632.53,444.98,5,112.554,10.0,17
2025-07-01,Furniture,South America,970.84,352.07,2,120.525,5.0,8
2025-07-01,Office Supplies,Asia Pacific,262.3,68.99,3,16.236666666666668,10.0,19
2025-07-01,Office Supplies,Europe,146.95,40.23,2,19.795,10.0,9
2025-07-01,Office Supplies,North America,11.55,-0.5,1,12.16,5.0,1
2025-07-01,Office Supplies,South America,60.28,-8.58,2,6.404999999999999,10.0,11
2025-07-01,Technology,Asia Pacific,373.68,99.78,4,49.855,8.75,9
2025-07-01,Technology,Europe,40.3,6.82,1,44.78,10.0,1
2025-07-01,Technology,Middle East & Africa,516.19,131.94,2,58.255,15.0,15
2025-07-01,Technology,North America,1008.48,264.32,4,73.7,10.0,12
2025-07-01,Technology,South America,576.5,185.39,1,53.38,10.0,12
2025-08-01,Clothing & Accessories,Asia Pacific,126.22,44.14,1,35.06,10.0,4
2025-08-01,Clothing & Accessories,Europe,1554.44,597.2,7,40.701428571428565,9.285714285714286,40
2025-08-01,Clothing & Accessories,Middle East & Africa,338.72,117.75,1,79.7,15.0,5
2025-08-01,Clothing & Accessories,North America,53.12,11.02,2,28.505,7.5,2
2025-08-01,Furniture,Asia Pacific,404.57,109.6,2,50.305,12.5,7
2025-08-01,Furniture,Europe,378.73,101.45,1,222.78,15.0,2
2025-08-01,Furniture,Middle East & Africa,377.92,138.06,1,377.92,0.0,1
2025-08-01,Furniture,North America,1722.89,580.26,5,94.306,5.0,22
2025-08-01,Office Supplies,Asia Pacific,69.86,10.45,2,18.915,12.5,4
2025-08-01,Office Supplies,Europe,42.69,9.88,1,15.81,10.0,3
2025-08-01,Office Supplies,Middle East & Africa,14.45,-5.02,1,15.21,5.0,1
2025-08-01,Office Supplies,North America,27.0,0.4999999999999999,2,10.53,10.0,3
2025-08-01,Office Supplies,South America,8.78,-7.12,1,8.78,0.0,1
2025-08-01,Technology,Asia Pacific,256.09,86.02,1,56.91,10.0,5
2025-08-01,Technology,Europe,4162.360000000001,1398.69,6,110.07166666666666,13.333333333333334,38
2025-08-01,Technology,Middle East & Africa,109.42,34.29,1,115.18,5.0,1
2025-08-01,Technology,North America,197.28,53.87,2,35.17,7.5,6
2025-08-01,Technology,South America,1457.57,541.07,3,132.34666666666666,10.0,12
2025-09-01,Clothing & Accessories,Asia Pacific,123.14,31.950000000000003,2,61.585,15.0,3
2025-09-01,Clothing & Accessories,Europe,429.03000000000003,147.23000000000002,3,57.57,15.0,10
2025-09-01,Clothing & Accessories,Middle East & Africa,231.54,81.44,2,46.464999999999996,5.0,6
2025-09-01,Clothing & Accessories,North America,152.25,42.64,3,22.636666666666667,16.666666666666668,10
2025-09-01,Furniture,Asia Pacific,2358.39,680.52,8,137.68,8.125,25
2025-09-01,Furniture,Europe,3618.1099999999997,1292.29,7,142.3242857142857,7.142857142857143,25
2025-09-01,Furniture,Middle East & Africa,718.45,201.22,2,215.79500000000002,12.5,4
2025-09-01,Furniture,North America,1263.49,423.89,2,224.26,7.5,8
2025-09-01,Furniture,South America,599.91,171.82,2,167.815,12.5,4
2025-09-01,Office Supplies,Asia Pacific,119.36,18.11,2,11.09,12.5,12
2025-09-01,Office Supplies,Europe,251.19,46.56,6,10.388333333333334,3.3333333333333335,28
2025-09-01,Office Supplies,Middle East & Africa,68.1,4.24,2,9.365,7.5,9
2025-09-01,Office Supplies,North America,133.01,36.87,3,9.426666666666668,5.0,13
2025-09-01,Office Supplies,South America,132.92,39.67,2,17.285,12.5,8
2025-09-01,Technology,Asia Pacific,434.87,122.09,3,56.89333333333334,10.0,9
2025-09-01,Technology,Europe,976.39,347.96,6,100.68333333333334,8.333333333333334,9
2025-09-01,Technology,Middle East & Africa,926.64,352.90999999999997,3,111.95666666666666,3.3333333333333335,12
2025-09-01,Technology,North America,1839.1599999999999,680.68,2,130.465,12.5,11
2025-10-01,Clothing & Accessories,Asia Pacific,426.56,159.65000000000003,3,35.663333333333334,5.0,12
2025-10-01,Clothing & Accessories,Europe,599.0699999999999,231.39,3,60.49333333333334,10.0,10
2025-10-01,Clothing & Accessories,North America,2662.89,1208.73,7,68.74857142857142,3.5714285714285716,41
2025-10-01,Clothing & Accessories,South America,34.47,2.66,1,40.55,15.0,1
2025-10-01,Furniture,Asia Pacific,1496.77,450.7,4,109.2825,10.0,17
2025-10-01,Furniture,Europe,2901.77,985.89,4,235.97249999999997,5.0,12
2025-10-01,Furniture,Middle East & Africa,515.39,140.42,2,89.29499999999999,10.0,6
2025-10-01,Furniture,North America,1540.2800000000002,485.73,4,111.6375,7.5,24
2025-10-01,Office Supplies,Asia Pacific,131.89000000000001,14.81,4,15.955,12.5,10
2025-10-01,Office Supplies,Europe,229.89999999999998,68.34,5,12.77,7.0,18
2025-10-01,Office Supplies,Middle East & Africa,45.29,5.56,1,17.76,15.0,3
2025-10-01,Office Supplies,North America,119.52,19.119999999999997,4,9.98,3.75,14
2025-10-01,Office Supplies,South America,23.380000000000003,-11.74,2,14.035,15.0,2
2025-10-01,Technology,Asia Pacific,2408.64,865.28,8,87.0775,7.5,41
2025-10-01,Technology,Europe,1248.1000000000001,424.19,5,81.33200000000001,7.0,24
2025-10-01,Technology,Middle East & Africa,474.69999999999993,174.04,2,87.995,2.5,6
2025-10-01,Technology,North America,916.05,340.7,5,47.35,10.0,19
2025-10-01,Technology,South America,100.08,15.05,2,56.46,12.5,2
2025-11-01,Clothing & Accessories,Asia Pacific,1062.21,473.89,3,81.93,5.0,11
2025-11-01,Clothing & Accessories,Middle East & Africa,200.61,68.72,2,39.379999999999995,5.0,5
2025-11-01,Clothing & Accessories,South America,878.05,399.29999999999995,2,102.66,2.5,9
2025-11-01,Furniture,Asia Pacific,1354.51,435.14,6,132.855,6.666666666666667,11
2025-11-01,Furniture,Europe,6022.43,1709.73,9,170.2733333333333,9.444444444444445,38
2025-11-01,Furniture,North America,471.83,74.16,2,179.805,15.0,3
2025-11-01,Furniture,South America,356.1,130.79,1,178.05,0.0,2
2025-11-01,Office Supplies,Asia Pacific,191.68,24.790000000000003,5,10.904,9.0,17
2025-11-01,Office Supplies,Europe,119.3,21.29,3,11.926666666666668,3.3333333333333335,12
2025-11-01,Office Supplies,North America,226.63,38.709999999999994,8,12.7975,8.75,19
2025-11-01,Office Supplies,South America,177.76,32.56,3,10.07,6.666666666666667,18
2025-11-01,Technology,Asia Pacific,1027.74,318.22,4,63.9575,10.0,28
2025-11-01,Technology,Europe,2041.27,610.61,5,105.018,14.0,22
2025-11-01,Technology,Middle East & Africa,289.64,79.02,2,34.205,2.5,10
2025-11-01,Technology,North America,361.26,117.83,3,53.24999999999999,8.333333333333334,7
2025-12-01,Clothing & Accessories,Asia Pacific,778.83,295.37,3,47.596666666666664,6.666666666666667,19
2025-12-01,Clothing & Accessories,Europe,1375.01,537.46,5,42.932,7.0,31
2025-12-01,Clothing & Accessories,Middle East & Africa,121.12,43.67,1,30.28,0.0,4
2025-12-01,Clothing & Accessories,North America,1061.12,451.64,5,55.751999999999995,7.0,18
2025-12-01,Clothing & Accessories,South America,73.25,22.54,1,77.11,5.0,1
2025-12-01,Furniture,Asia Pacific,3098.87,868.61,5,120.78800000000001,9.0,25
2025-12-01,Furniture,Europe,2753.13,902.42,6,158.37333333333333,8.333333333333334,22
2025-12-01,Furniture,Middle East & Africa,920.72,238.88,4,95.025,6.25,9
2025-12-01,Furniture,South America,718.33,238.34,2,139.355,10.0,5
2025-12-01,Office Supplies,Asia Pacific,363.37,105.44,6,14.953333333333333,6.666666666666667,25
2025-12-01,Office Supplies,Europe,22.64,-2.84,1,6.29,10.0,4
2025-12-01,Office Supplies,Middle East & Africa,23.87,-3.28,1,13.26,10.0,2
2025-12-01,Office Supplies,North America,160.18,22.07,6,12.813333333333333,10.0,15
2025-12-01,Office Supplies,South America,22.39,-0.55,1,12.44,10.0,2
2025-12-01,Technology,Asia Pacific,493.16999999999996,141.27,4,96.1175,11.25,6
2025-12-01,Technology,Europe,477.83,119.63999999999999,5,80.34,11.0,10
2025-12-01,Technology,Middle East & Africa,580.73,182.27999999999997,4,85.635,10.0,8
2025-12-01,Technology,North America,996.53,322.38,4,95.82499999999999,12.5,17
