month,total_sales,total_profit,order_count,avg_unit_price,avg_discount,total_quantity,month_num,quarter,year,time_idx,lag_1,lag_2,roll_mean_3,roll_std_3,cat_Clothing & Accessories,cat_Furniture,cat_Office Supplies,cat_Technology,reg_Asia Pacific,reg_Europe,reg_Middle East & Africa,reg_North America,reg_South America
2025-05-01,272.37,53.65,3.0,29.94666666666667,10.0,11.0,5,2,2025,29,18.14,158.63,58.9233333333334,86.82355344797477,True,False,False,False,False,False,False,False,True
2025-06-01,0.0,0.0,0.0,55.09,0.0,0.0,6,2,2025,30,272.37,18.14,149.7133333333334,127.34933621080768,True,False,False,False,False,False,False,False,True
2025-07-01,0.0,0.0,0.0,55.09,0.0,0.0,7,3,2025,31,0.0,272.37,96.83666666666674,152.28666466021681,True,False,False,False,False,False,False,False,True
2025-08-01,0.0,0.0,0.0,55.09,0.0,0.0,8,3,2025,32,0.0,0.0,90.79000000000008,157.25289281917836,True,False,False,False,False,False,False,False,True
2025-09-01,0.0,0.0,0.0,55.09,0.0,0.0,9,3,2025,33,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True
2025-10-01,34.47,2.66,1.0,40.55,15.0,1.0,10,4,2025,34,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True
2025-11-01,878.05,399.3,2.0,102.66,2.5,9.0,11,4,2025,35,34.47,0.0,11.490000000000075,19.9012637789664,True,False,False,False,False,False,False,False,True
2025-12-01,73.25,22.54,1.0,77.11,5.0,1.0,12,4,2025,36,878.05,34.47,304.1733333333334,497.2905253806202,True,False,False,False,False,False,False,False,True
2023-03-01,4841.03,1724.88,4.0,192.4025,6.25,18.0,3,1,2023,3,377.48,3242.82,1810.15,2026.1013444050623,False,True,False,False,True,False,False,False,False
2023-04-01,616.41,191.95,3.0,97.12666666666668,6.666666666666667,7.0,4,2,2023,4,4841.03,377.48,2820.443333333333,2261.5528264962845,False,True,False,False,True,False,False,False,False
2023-05-01,1749.7800000000002,552.35,3.0,99.4,15.0,19.0,5,2,2023,5,616.41,4841.03,1944.9733333333334,2510.9022379681237,False,True,False,False,True,False,False,False,False
2023-06-01,700.38,206.82,3.0,214.9,8.333333333333334,4.0,6,2,2023,6,1749.7800000000002,616.41,2402.4066666666663,2186.61718429023,False,True,False,False,True,False,False,False,False
2023-07-01,4568.56,1648.84,5.0,188.084,9.0,22.0,7,3,2023,7,700.38,1749.7800000000002,1022.19,631.5086272569825,False,True,False,False,True,False,False,False,False
2023-08-01,636.22,157.95,2.0,97.935,15.0,8.0,8,3,2023,8,4568.56,700.38,2339.5733333333337,2000.3990252280505,False,True,False,False,True,False,False,False,False
2023-09-01,1415.07,474.87,4.0,179.43,5.0,10.0,9,3,2023,9,636.22,4568.56,1968.3866666666665,2252.044659622303,False,True,False,False,True,False,False,False,False
2023-10-01,2938.99,929.6,5.0,145.89,10.0,20.0,10,4,2023,10,1415.07,636.22,2206.616666666667,2082.242556243949,False,True,False,False,True,False,False,False,False
2023-11-01,1963.3,476.21,3.0,174.6233333333333,16.666666666666668,11.0,11,4,2023,11,2938.99,1415.07,1663.4266666666665,1171.301922491948,False,True,False,False,True,False,False,False,False
2023-12-01,2927.84,849.18,9.0,141.38555555555556,7.222222222222222,24.0,12,4,2023,12,1963.3,2938.99,2105.7866666666664,771.8872192447119,False,True,False,False,True,False,False,False,False
2024-01-01,204.53,29.95,2.0,113.645,15.0,3.0,1,1,2024,13,2927.84,1963.3,2610.0433333333335,560.123901501565,False,True,False,False,True,False,False,False,False
2024-02-01,2341.66,654.84,2.0,246.155,17.5,8.0,2,1,2024,14,204.53,2927.84,1698.5566666666666,1380.8226220023093,False,True,False,False,True,False,False,False,False
2024-03-01,131.08,26.06,1.0,36.41,10.0,4.0,3,1,2024,15,2341.66,204.53,1824.676666666667,1433.3730024781871,False,True,False,False,True,False,False,False,False
2024-04-01,1470.95,359.07,6.0,151.48833333333334,15.0,14.0,4,2,2024,16,131.08,2341.66,892.4233333333333,1255.6129629122704,False,True,False,False,True,False,False,False,False
2024-05-01,1182.36,435.79,3.0,106.16666666666669,0.0,10.0,5,2,2024,17,1470.95,131.08,1314.5633333333333,1113.5567234017904,False,True,False,False,True,False,False,False,False
2024-06-01,931.61,301.25,3.0,98.10666666666668,3.333333333333333,13.0,6,2,2024,18,1182.36,1470.95,928.13,705.186198035666,False,True,False,False,True,False,False,False,False
2024-07-01,302.99,73.96,2.0,47.45,7.5,7.0,7,3,2024,19,931.61,1182.36,1194.9733333333334,269.89114663755004,False,True,False,False,True,False,False,False,False
2024-08-01,824.51,277.92,2.0,129.46,5.0,7.0,8,3,2024,20,302.99,931.61,805.6533333333333,453.0140291793738,False,True,False,False,True,False,False,False,False
2024-09-01,1037.32,270.1,2.0,131.935,15.0,8.0,9,3,2024,21,824.51,302.99,686.37,336.3075538848287,False,True,False,False,True,False,False,False,False
2024-10-01,3364.4300000000003,819.44,4.0,130.64,11.25,23.0,10,4,2024,22,1037.32,824.51,721.6066666666666,377.82530253191135,False,True,False,False,True,False,False,False,False
2024-11-01,4632.52,1396.93,6.0,147.16166666666666,8.333333333333334,31.0,11,4,2024,23,3364.4300000000003,1037.32,1742.0866666666668,1409.0139965356389,False,True,False,False,True,False,False,False,False
2024-12-01,1667.44,653.71,1.0,416.86,0.0,4.0,12,4,2024,24,4632.52,3364.4300000000003,3011.4233333333336,1823.4105516951845,False,True,False,False,True,False,False,False,False
2025-01-01,818.61,270.88,3.0,135.5666666666667,5.0,6.0,1,1,2025,25,1667.44,4632.52,3221.4633333333336,1487.7010628595174,False,True,False,False,True,False,False,False,False
2025-02-01,0.0,0.0,0.0,55.09,0.0,0.0,2,1,2025,26,818.61,1667.44,2372.856666666667,2002.4202548998885,False,True,False,False,True,False,False,False,False
2025-03-01,1310.21,410.1,4.0,122.705,7.5,15.0,3,1,2025,27,0.0,818.61,828.6833333333334,833.7656399932349,False,True,False,False,True,False,False,False,False
2025-04-01,884.1600000000001,313.65,2.0,194.045,5.0,6.0,4,2,2025,28,1310.21,0.0,709.6066666666667,661.8714799969313,False,True,False,False,True,False,False,False,False
2025-05-01,4707.99,1557.74,6.0,172.32000000000002,6.666666666666667,29.0,5,2,2025,29,884.1600000000001,1310.21,731.4566666666666,668.3197528379123,False,True,False,False,True,False,False,False,False
2025-06-01,1246.55,268.31,5.0,118.668,15.0,11.0,6,2,2025,30,4707.99,884.1600000000001,2300.7866666666664,2095.554954333895,False,True,False,False,True,False,False,False,False
2025-07-01,1698.42,547.61,5.0,187.726,7.0,11.0,7,3,2025,31,1246.55,4707.99,2279.5666666666666,2110.867485758718,False,True,False,False,True,False,False,False,False
2025-08-01,404.57,109.6,2.0,50.305,12.5,7.0,8,3,2025,32,1698.42,1246.55,2550.9866666666667,1881.6333753506108,False,True,False,False,True,False,False,False,False
2025-09-01,2358.39,680.52,8.0,137.68,8.125,25.0,9,3,2025,33,404.57,1698.42,1116.5133333333333,656.6537189671049,False,True,False,False,True,False,False,False,False
2025-10-01,1496.77,450.7,4.0,109.2825,10.0,17.0,10,4,2025,34,2358.39,404.57,1487.1266666666663,993.8997950665503,False,True,False,False,True,False,False,False,False
2025-11-01,1354.51,435.14,6.0,132.855,6.666666666666667,11.0,11,4,2025,35,1496.77,2358.39,1419.9099999999999,979.175031748664,False,True,False,False,True,False,False,False,False
2025-12-01,3098.87,868.61,5.0,120.788,9.0,25.0,12,4,2025,36,1354.51,1496.77,1736.5566666666666,543.2006974713225,False,True,False,False,True,False,False,False,False
2023-03-01,969.68,260.17,2.0,191.895,17.5,6.0,3,1,2023,3,1815.65,1058.14,1436.895,535.6404578166217,False,True,False,False,False,True,False,False,False
2023-04-01,1552.42,455.13,3.0,180.9,8.333333333333334,12.0,4,2,2023,4,969.68,1815.65,1281.1566666666668,464.9931563295673,False,True,False,False,False,True,False,False,False
2023-05-01,583.57,150.2,2.0,221.99,12.5,3.0,5,2,2023,5,1552.42,969.68,1445.9166666666667,432.92439320663533,False,True,False,False,False,True,False,False,False
2023-06-01,4142.93,1458.63,4.0,146.2225,6.25,19.0,6,2,2023,6,583.57,1552.42,1035.2233333333336,487.7391998120855,False,True,False,False,False,True,False,False,False
2023-07-01,827.61,243.13,3.0,108.77333333333333,13.333333333333334,7.0,7,3,2023,7,4142.93,583.57,2092.9733333333334,1840.219914041073,False,True,False,False,False,True,False,False,False
2023-08-01,858.92,247.68,3.0,120.20333333333332,13.333333333333334,7.0,8,3,2023,8,827.61,4142.93,1851.37,1988.2968353844958,False,True,False,False,False,True,False,False,False
2023-09-01,1272.86,322.87,2.0,75.36,15.0,20.0,9,3,2023,9,858.92,827.61,1943.1533333333334,1905.1267979935967,False,True,False,False,False,True,False,False,False
2023-10-01,4541.85,1560.11,3.0,296.1366666666667,5.0,18.0,10,4,2023,10,1272.86,858.92,986.4633333333333,248.52035537020802,False,True,False,False,False,True,False,False,False
2023-11-01,1723.16,462.53,4.0,119.9175,15.0,19.0,11,4,2023,11,4541.85,1272.86,2224.5433333333335,2017.49082313485,False,True,False,False,False,True,False,False,False
2023-12-01,2338.93,719.49,7.0,112.11285714285714,8.571428571428571,27.0,12,4,2023,12,1723.16,4541.85,2512.6233333333334,1771.726042883982,False,True,False,False,False,True,False,False,False
2024-01-01,154.2,47.74,1.0,81.16,5.0,2.0,1,1,2024,13,2338.93,1723.16,2867.98,1481.9493094907125,False,True,False,False,False,True,False,False,False
2024-02-01,656.78,242.71,2.0,179.49,0.0,3.0,2,1,2024,14,154.2,2338.93,1405.43,1126.4881525786234,False,True,False,False,False,True,False,False,False
2024-03-01,1744.91,552.5,3.0,129.54999999999998,6.666666666666667,12.0,3,1,2024,15,656.78,154.2,1049.97,1144.2071819823543,False,True,False,False,False,True,False,False,False
2024-04-01,0.0,0.0,0.0,55.09,0.0,0.0,4,2,2024,16,1744.91,656.78,851.9633333333335,813.1186729090251,False,True,False,False,False,True,False,False,False
2024-05-01,515.8199999999999,137.93,3.0,119.55666666666669,8.333333333333334,10.0,5,2,2024,17,0.0,1744.91,800.5633333333335,881.2961830357228,False,True,False,False,False,True,False,False,False
2024-06-01,1072.0,339.74,4.0,98.045,3.75,13.0,6,2,2024,18,515.8199999999999,0.0,753.5766666666667,896.4228362962058,False,True,False,False,False,True,False,False,False
2024-07-01,7692.67,2768.73,4.0,280.635,7.5,26.0,7,3,2024,19,1072.0,515.8199999999999,529.2733333333333,536.1266120361254,False,True,False,False,False,True,False,False,False
2024-08-01,225.15,77.66,1.0,75.05,0.0,3.0,8,3,2024,20,7692.67,1072.0,3093.4966666666664,3992.697153633535,False,True,False,False,False,True,False,False,False
2024-09-01,650.53,202.11,3.0,58.94,3.333333333333333,12.0,9,3,2024,21,225.15,7692.67,2996.6066666666666,4088.8931086093867,False,True,False,False,False,True,False,False,False
2024-10-01,2972.33,940.11,3.0,226.19333333333336,10.0,17.0,10,4,2024,22,650.53,225.15,2856.116666666667,4193.974623878086,False,True,False,False,False,True,False,False,False
2024-11-01,1699.85,640.5500000000001,2.0,157.59,7.5,9.0,11,4,2024,23,2972.33,650.53,1282.6699999999998,1478.6650137201477,False,True,False,False,False,True,False,False,False
2024-12-01,3205.3900000000003,979.83,4.0,183.525,10.0,18.0,12,4,2024,24,1699.85,2972.33,1774.2366666666665,1162.6860462452178,False,True,False,False,False,True,False,False,False
2025-01-01,2146.35,742.9,4.0,149.39999999999998,5.0,15.0,1,1,2025,25,3205.3900000000003,1699.85,2625.8566666666666,810.3675097962247,False,True,False,False,False,True,False,False,False
2025-02-01,455.94,69.93,4.0,38.955,15.0,14.0,2,1,2025,26,2146.35,3205.3900000000003,2350.53,773.2591914746322,False,True,False,False,False,True,False,False,False
2025-03-01,1467.71,473.54,5.0,109.024,9.0,13.0,3,1,2025,27,455.94,2146.35,1935.8933333333332,1386.7544238376656,False,True,False,False,False,True,False,False,False
2025-04-01,3337.31,1247.99,5.0,152.004,3.0,18.0,4,2,2025,28,1467.71,455.94,1356.6666666666667,850.6582500824508,False,True,False,False,False,True,False,False,False
2025-05-01,4824.52,1634.81,8.0,153.4725,8.75,28.0,5,2,2025,29,3337.31,1467.71,1753.6533333333334,1461.8125603624208,False,True,False,False,False,True,False,False,False
2025-06-01,2670.72,906.96,5.0,158.004,9.0,13.0,6,2,2025,30,4824.52,3337.31,3209.846666666667,1682.0310698775252,False,True,False,False,False,True,False,False,False
2025-07-01,4425.33,1433.18,10.0,155.946,8.0,24.0,7,3,2025,31,2670.72,4824.52,3610.85,1102.6475904385761,False,True,False,False,False,True,False,False,False
2025-08-01,378.73,101.45,1.0,222.78,15.0,2.0,8,3,2025,32,4425.33,2670.72,3973.523333333333,1145.7794543599261,False,True,False,False,False,True,False,False,False
2025-09-01,3618.11,1292.29,7.0,142.3242857142857,7.142857142857143,25.0,9,3,2025,33,378.73,4425.33,2491.593333333333,2029.2381974606465,False,True,False,False,False,True,False,False,False
2025-10-01,2901.77,985.89,4.0,235.9725,5.0,12.0,10,4,2025,34,3618.11,378.73,2807.39,2141.656620189147,False,True,False,False,False,True,False,False,False
2025-11-01,6022.43,1709.73,9.0,170.2733333333333,9.444444444444445,38.0,11,4,2025,35,2901.77,3618.11,2299.536666666667,1701.590267054127,False,True,False,False,False,True,False,False,False
2025-12-01,2753.13,902.42,6.0,158.3733333333333,8.333333333333334,22.0,12,4,2025,36,6022.43,2901.77,4180.77,1634.6465720760548,False,True,False,False,False,True,False,False,False
2023-03-01,486.21,152.70000000000002,2.0,77.485,2.5,7.0,3,1,2023,3,0.0,1394.52,697.26,986.0745485002643,False,True,False,False,False,False,True,False,False
2023-04-01,2721.92,804.9300000000001,4.0,186.8225,11.25,14.0,4,2,2023,4,486.21,0.0,626.91,707.8268680263557,False,True,False,False,False,False,True,False,False
2023-05-01,592.4100000000001,176.45,2.0,216.17,12.5,3.0,5,2,2023,5,2721.92,486.21,1069.3766666666668,1451.6454947518466,False,True,False,False,False,False,True,False,False
2023-06-01,1360.62,453.92,4.0,71.14,5.0,22.0,6,2,2023,6,592.4100000000001,2721.92,1266.8466666666666,1261.2487518460955,False,True,False,False,False,False,True,False,False
2023-07-01,2833.06,669.85,7.0,120.47857142857144,12.857142857142858,22.0,7,3,2023,7,1360.62,592.4100000000001,1558.3166666666666,1078.432283007762,False,True,False,False,False,False,True,False,False
2023-08-01,79.61,12.83,1.0,44.23,10.0,2.0,8,3,2023,8,2833.06,1360.62,1595.3633333333335,1138.6204064715043,False,True,False,False,False,False,True,False,False
2023-09-01,925.72,323.49,2.0,100.355,5.0,9.0,9,3,2023,9,79.61,2833.06,1424.43,1377.8336302689088,False,True,False,False,False,False,True,False,False
2023-10-01,730.87,182.77,4.0,76.38499999999999,13.75,12.0,10,4,2023,10,925.72,79.61,1279.4633333333334,1410.3979881697696,False,True,False,False,False,False,True,False,False
2023-11-01,0.0,0.0,0.0,55.09,0.0,0.0,11,4,2023,11,730.87,925.72,578.7333333333333,443.09672424125796,False,True,False,False,False,False,True,False,False
2023-12-01,539.72,162.26,2.0,80.485,5.0,7.0,12,4,2023,12,0.0,730.87,552.1966666666667,488.0394447514805,False,True,False,False,False,False,True,False,False
2024-01-01,218.42,50.29,1.0,34.67,10.0,7.0,1,1,2024,13,539.72,0.0,423.53000000000003,379.0353892448567,False,True,False,False,False,False,True,False,False
2024-02-01,0.0,0.0,0.0,55.09,0.0,0.0,2,1,2024,14,218.42,539.72,252.71333333333334,271.4893075856455,False,True,False,False,False,False,True,False,False
2024-03-01,1269.08,355.3,2.0,130.27499999999998,12.5,11.0,3,1,2024,15,0.0,218.42,252.71333333333334,271.4893075856455,False,True,False,False,False,False,True,False,False
2024-04-01,1531.16,540.71,1.0,107.45,5.0,15.0,4,2,2024,16,1269.08,0.0,495.8333333333333,678.4980690711901,False,True,False,False,False,False,True,False,False
2024-05-01,67.18,14.78,1.0,67.18,0.0,1.0,5,2,2024,17,1531.16,1269.08,933.4133333333333,818.9119731285738,False,True,False,False,False,False,True,False,False
2024-06-01,0.0,0.0,0.0,55.09,0.0,0.0,6,2,2024,18,67.18,1531.16,955.8066666666667,780.6500471615524,False,True,False,False,False,False,True,False,False
2024-07-01,0.0,0.0,0.0,55.09,0.0,0.0,7,3,2024,19,0.0,67.18,532.7800000000001,865.2746710727179,False,True,False,False,False,False,True,False,False
2024-08-01,0.0,0.0,0.0,55.09,0.0,0.0,8,3,2024,20,0.0,0.0,22.393333333333334,38.78639108415449,False,True,False,False,False,False,True,False,False
2024-09-01,124.22,22.56,1.0,73.07,15.0,2.0,9,3,2024,21,0.0,0.0,0.0,0.0,False,True,False,False,False,False,True,False,False
2024-10-01,179.65,23.91,1.0,239.53,25.0,1.0,10,4,2024,22,124.22,0.0,41.406666666666666,71.71845043873532,False,True,False,False,False,False,True,False,False
2024-11-01,1137.58,401.23,1.0,239.49,5.0,5.0,11,4,2024,23,179.65,124.22,101.29,91.99385468606042,False,True,False,False,False,False,True,False,False
2024-12-01,321.71,104.98,1.0,84.66,5.0,4.0,12,4,2024,24,1137.58,179.65,480.4833333333333,569.7369070310729,False,True,False,False,False,False,True,False,False
2025-01-01,1117.68,325.33,3.0,188.22000000000003,11.666666666666666,8.0,1,1,2025,25,321.71,1137.58,546.3133333333333,516.954992463883,False,True,False,False,False,False,True,False,False
2025-02-01,0.0,0.0,0.0,55.09,0.0,0.0,2,1,2025,26,1117.68,321.71,858.9900000000001,465.4045028789472,False,True,False,False,False,False,True,False,False
2025-03-01,418.59,154.97,1.0,418.59,0.0,1.0,3,1,2025,27,0.0,1117.68,479.7966666666667,575.3657021697882,False,True,False,False,False,False,True,False,False
2025-04-01,0.0,0.0,0.0,55.09,0.0,0.0,4,2,2025,28,418.59,0.0,512.09,564.6758655193261,False,True,False,False,False,False,True,False,False
2025-05-01,460.13,103.55,4.0,84.55749999999999,5.0,6.0,5,2,2025,29,0.0,418.59,139.53,241.67304918008577,False,True,False,False,False,False,True,False,False
2025-06-01,0.0,0.0,0.0,55.09,0.0,0.0,6,2,2025,30,460.13,0.0,292.9066666666667,254.51351522725355,False,True,False,False,False,False,True,False,False
2025-07-01,432.8,142.03,1.0,75.93,5.0,6.0,7,3,2025,31,0.0,460.13,153.37666666666667,265.6561793622228,False,True,False,False,False,False,True,False,False
2025-08-01,377.92,138.06,1.0,377.92,0.0,1.0,8,3,2025,32,432.8,0.0,297.6433333333334,258.1286455109805,False,True,False,False,False,False,True,False,False
2025-09-01,718.45,201.22,2.0,215.795,12.5,4.0,9,3,2025,33,377.92,432.8,270.24,235.63785094929065,False,True,False,False,False,False,True,False,False
2025-10-01,515.39,140.42,2.0,89.29499999999999,10.0,6.0,10,4,2025,34,718.45,377.92,509.72333333333336,182.83344779698635,False,True,False,False,False,False,True,False,False
2025-11-01,0.0,0.0,0.0,55.09,0.0,0.0,11,4,2025,35,515.39,718.45,537.2533333333334,171.3145476406873,False,True,False,False,False,False,True,False,False
2025-12-01,920.72,238.88,4.0,95.025,6.25,9.0,12,4,2025,36,0.0,515.39,411.28000000000003,370.36707426551845,False,True,False,False,False,False,True,False,False
2023-03-01,437.45,130.86,2.0,72.0,5.0,12.0,3,1,2023,3,5300.34,2277.65,3788.995,2137.3645964247653,False,True,False,False,False,False,False,True,False
2023-04-01,2141.19,791.6800000000001,4.0,249.7,2.5,9.0,4,2,2023,4,437.45,5300.34,2671.813333333333,2455.2898684337324,False,True,False,False,False,False,False,True,False
2023-05-01,1418.41,471.36,4.0,165.7025,10.0,10.0,5,2,2023,5,2141.19,437.45,2626.3266666666664,2467.477046911143,False,True,False,False,False,False,False,True,False
2023-06-01,4499.74,1489.07,6.0,157.15166666666667,10.0,30.0,6,2,2023,6,1418.41,2141.19,1332.3499999999997,855.1241077177052,False,True,False,False,False,False,False,True,False
2023-07-01,0.0,0.0,0.0,55.09,0.0,0.0,7,3,2023,7,4499.74,1418.41,2686.4466666666663,1611.4053700522827,False,True,False,False,False,False,False,True,False
2023-08-01,843.06,275.29999999999995,3.0,112.66333333333334,6.666666666666667,7.0,8,3,2023,8,0.0,4499.74,1972.7166666666665,2300.5123184702434,False,True,False,False,False,False,False,True,False
2023-09-01,2861.7200000000003,759.02,7.0,100.86857142857144,10.0,41.0,9,3,2023,9,843.06,0.0,1780.9333333333332,2391.990762719065,False,True,False,False,False,False,False,True,False
2023-10-01,622.38,170.38,4.0,78.57,10.0,7.0,10,4,2023,10,2861.7200000000003,843.06,1234.9266666666665,1470.5543012528763,False,True,False,False,False,False,False,True,False
2023-11-01,961.94,289.7,3.0,154.74333333333334,8.333333333333334,9.0,11,4,2023,11,622.38,2861.7200000000003,1442.3866666666663,1234.1212456372896,False,True,False,False,False,False,False,True,False
2023-12-01,3502.22,948.96,6.0,185.86666666666667,15.833333333333334,21.0,12,4,2023,12,961.94,622.38,1482.013333333333,1206.8629221802016,False,True,False,False,False,False,False,True,False
2024-01-01,1970.39,694.35,4.0,168.865,7.5,11.0,1,1,2024,13,3502.22,961.94,1695.513333333333,1573.8382963104357,False,True,False,False,False,False,False,True,False
2024-02-01,3815.16,1405.39,5.0,204.846,8.0,15.0,2,1,2024,14,1970.39,3502.22,2144.85,1279.094538452886,False,True,False,False,False,False,False,True,False
2024-03-01,555.27,212.74,1.0,185.09,0.0,3.0,3,1,2024,15,3815.16,1970.39,3095.9233333333336,987.2192381803217,False,True,False,False,False,False,False,True,False
2024-04-01,945.56,331.51,2.0,129.765,7.5,6.0,4,2,2024,16,555.27,3815.16,2113.6066666666666,1634.6571393516545,False,True,False,False,False,False,False,True,False
2024-05-01,3867.33,1458.8,4.0,157.1475,5.0,21.0,5,2,2024,17,945.56,555.27,1771.9966666666662,1780.1597894664776,False,True,False,False,False,False,False,True,False
2024-06-01,868.97,319.86,2.0,222.555,2.5,4.0,6,2,2024,18,3867.33,945.56,1789.3866666666663,1810.1016389786885,False,True,False,False,False,False,False,True,False
2024-07-01,2081.32,664.1899999999999,6.0,140.355,10.0,15.0,7,3,2024,19,868.97,3867.33,1893.9533333333331,1709.4233262809228,False,True,False,False,False,False,False,True,False
2024-08-01,2925.17,826.78,5.0,212.18,10.0,14.0,8,3,2024,20,2081.32,868.97,2272.5399999999995,1508.298540972576,False,True,False,False,False,False,False,True,False
2024-09-01,818.03,240.33,4.0,176.38500000000002,7.5,8.0,9,3,2024,21,2925.17,2081.32,1958.4866666666665,1033.588714544298,False,True,False,False,False,False,False,True,False
2024-10-01,2720.68,860.79,7.0,199.26714285714283,10.0,21.0,10,4,2024,22,818.03,2925.17,1941.5066666666662,1060.5048661054482,False,True,False,False,False,False,False,True,False
2024-11-01,911.36,298.74,3.0,82.06333333333333,5.0,11.0,11,4,2024,23,2720.68,818.03,2154.6266666666666,1162.0335739699324,False,True,False,False,False,False,False,True,False
2024-12-01,3575.3700000000003,1326.11,4.0,164.055,5.0,18.0,12,4,2024,24,911.36,2720.68,1483.3566666666663,1072.5690633396687,False,True,False,False,False,False,False,True,False
2025-01-01,3246.02,1107.1699999999998,6.0,133.32833333333335,8.333333333333334,24.0,1,1,2025,25,3575.3700000000003,911.36,2402.47,1360.2134108661041,False,True,False,False,False,False,False,True,False
2025-02-01,915.54,319.77,4.0,161.3075,2.5,6.0,2,1,2025,26,3246.02,3575.3700000000003,2577.5833333333335,1452.3577393443165,False,True,False,False,False,False,False,True,False
2025-03-01,0.0,0.0,0.0,55.09,0.0,0.0,3,1,2025,27,915.54,3246.02,2578.976666666667,1449.96000414954,False,True,False,False,False,False,False,True,False
2025-04-01,3814.24,1272.92,4.0,124.0575,10.0,36.0,4,2,2025,28,0.0,915.54,1387.1866666666665,1673.6186524215527,False,True,False,False,False,False,False,True,False
2025-05-01,1637.48,448.86,3.0,155.23999999999998,13.333333333333334,12.0,5,2,2025,29,3814.24,0.0,1576.593333333333,1991.1931916650715,False,True,False,False,False,False,False,True,False
2025-06-01,7334.84,1897.51,10.0,169.63299999999998,9.5,44.0,6,2,2025,30,1637.48,3814.24,1817.2399999999998,1913.4633358389704,False,True,False,False,False,False,False,True,False
2025-07-01,1632.53,444.98,5.0,112.554,10.0,17.0,7,3,2025,31,7334.84,1637.48,4262.1866666666665,2874.9730267488303,False,True,False,False,False,False,False,True,False
2025-08-01,1722.89,580.26,5.0,94.306,5.0,22.0,8,3,2025,32,1632.53,7334.84,3534.9500000000003,3290.8022023056933,False,True,False,False,False,False,False,True,False
2025-09-01,1263.49,423.89,2.0,224.26,7.5,8.0,9,3,2025,33,1722.89,1632.53,3563.42,3266.457996775712,False,True,False,False,False,False,False,True,False
2025-10-01,1540.2800000000002,485.73,4.0,111.6375,7.5,24.0,10,4,2025,34,1263.49,1722.89,1539.6366666666665,243.38029610742436,False,True,False,False,False,False,False,True,False
2025-11-01,471.83,74.16,2.0,179.805,15.0,3.0,11,4,2025,35,1540.2800000000002,1263.49,1508.886666666667,231.30336364466828,False,True,False,False,False,False,False,True,False
2025-12-01,0.0,0.0,0.0,55.09,0.0,0.0,12,4,2025,36,471.83,1540.2800000000002,1091.8666666666668,554.5153532891032,False,True,False,False,False,False,False,True,False
2023-03-01,1210.4,423.33,3.0,174.39666666666668,1.6666666666666667,11.0,3,1,2023,3,2085.91,0.0,1042.955,1474.9611059448314,False,True,False,False,False,False,False,False,True
2023-04-01,0.0,0.0,0.0,55.09,0.0,0.0,4,2,2023,4,1210.4,2085.91,1098.77,1047.4259280254619,False,True,False,False,False,False,False,False,True
2023-05-01,371.89,94.84,1.0,145.84,15.0,3.0,5,2,2023,5,0.0,1210.4,1098.77,1047.4259280254619,False,True,False,False,False,False,False,False,True
2023-06-01,0.0,0.0,0.0,55.09,0.0,0.0,6,2,2023,6,371.89,0.0,527.43,620.0093214621859,False,True,False,False,False,False,False,False,True
2023-07-01,16.91,-7.85,1.0,21.14,20.0,1.0,7,3,2023,7,0.0,371.89,123.96333333333332,214.7107916089304,False,True,False,False,False,False,False,False,True
2023-08-01,667.17,199.81,3.0,139.34,6.666666666666667,6.0,8,3,2023,8,16.91,0.0,129.6,209.9995716662303,False,True,False,False,False,False,False,False,True
2023-09-01,999.25,322.32,2.0,271.125,5.0,4.0,9,3,2023,9,667.17,16.91,228.02666666666664,380.40325633902444,False,True,False,False,False,False,False,False,True
2023-10-01,2007.12,435.41,4.0,215.275,18.75,14.0,10,4,2023,10,999.25,667.17,561.11,499.6844120042171,False,True,False,False,False,False,False,False,True
2023-11-01,0.0,0.0,0.0,55.09,0.0,0.0,11,4,2023,11,2007.12,999.25,1224.5133333333333,697.7995253891575,False,True,False,False,False,False,False,False,True
2023-12-01,1093.52,292.63,2.0,228.72,15.0,5.0,12,4,2023,12,0.0,2007.12,1002.1233333333333,1003.563085029204,False,True,False,False,False,False,False,False,True
2024-01-01,222.26,63.57,1.0,246.96,10.0,1.0,1,1,2024,13,1093.52,0.0,1033.5466666666666,1004.9031167895407,False,True,False,False,False,False,False,False,True
2024-02-01,1300.1,415.78,1.0,180.57,10.0,8.0,2,1,2024,14,222.26,1093.52,438.5933333333333,577.9676296587321,False,True,False,False,False,False,False,False,True
2024-03-01,382.35,106.72,3.0,94.99,6.666666666666667,4.0,3,1,2024,15,1300.1,222.26,871.96,572.0589057081447,False,True,False,False,False,False,False,False,True
2024-04-01,2813.8,879.8100000000001,2.0,243.38,15.0,10.0,4,2,2024,16,382.35,1300.1,634.9033333333333,581.6116883568737,False,True,False,False,False,False,False,False,True
2024-05-01,0.0,0.0,0.0,55.09,0.0,0.0,5,2,2024,17,2813.8,382.35,1498.75,1227.8369771675718,False,True,False,False,False,False,False,False,True
2024-06-01,2398.15,658.2,4.0,123.0475,12.5,17.0,6,2,2024,18,0.0,2813.8,1065.3833333333334,1526.1941261953975,False,True,False,False,False,False,False,False,True
